h3_index,flood_count,year,P1_max,P1_mean,P21_max,P67_max,flood_days,total_days,elevation,slope,flow_acc_log,dist_river,mean_ndwi,max_ndwi,std_ndwi,is_water,center_lat,center_lon
89648289a53ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,309.8,1.376182,0.72082263,1492.3003,-0.3272988520196919,0.0643831267952919,0.1623457485834276,False,18.774036,98.966437
89648289e6bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,305.46667,0.89980614,1.2692873,337.72464,-0.3003589700849611,0.0427967794239521,0.1704708412072941,False,18.763545,98.972987
896482892afffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,302.9375,0.7455877,1.0372779,559.2699,-0.3227439217134059,0.0004027730901725,0.1688781750055571,False,18.758699,99.016793
896482c617bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,307.5,1.0129356,0.018814376,2429.4263,-0.5112402443643193,0.1654677987098693,0.1797719417614325,False,18.795004,99.030929
89648289343ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.25,2.0776234,4.2172565,98.26006,-0.2707377701595925,0.1813904792070388,0.1716347239680411,False,18.765156,99.0058
896482c6e13ffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,309.5,1.0188056,0.14270633,1504.6564,-0.2780561206029134,0.0301600918173789,0.1953074170736346,False,18.800655,99.01646
896482c4537ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.05884,1.1964924,1.7160033,472.2021,-0.1621892075167507,0.0591585673391819,0.1844394018910741,False,18.823245,99.010312
896482c69d7ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,315.53333,1.6305579,0.63906926,2022.3993,-0.3380621495946779,0.0238337814807891,0.1707587443556754,False,18.787753,98.973787
896482c69c7ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,318.0625,1.3311596,0.45695812,1768.5527,-0.350597266357567,0.0377213470637798,0.1823287018185126,False,18.790173,98.97128
89648289303ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,306.33334,0.8769239,2.463486,216.22014,-0.3755025845929158,0.0086236633360385,0.1951274912700046,False,18.757895,99.000387
89648289493ffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.17648,0.75622284,0.0,3476.2644,-0.2159708261686932,0.0509331338107585,0.201085491769685,False,18.713497,99.042013
8964828b2a3ffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,297.17648,1.2268875,0.10624588,3175.747,-0.326119117247209,0.0657578185200691,0.1526819037435605,False,18.699773,99.04759
896482894b3ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.5,1.107396,0.0,3783.7563,-0.3550392537942243,0.0220088027417659,0.1628438625368042,False,18.714307,99.032559
896482c6817ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,315.625,0.80816424,0.03762875,1483.6271,-0.2882024603403618,0.1426806598901748,0.1480317043068722,False,18.794206,98.988657
896482c4c07ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,319.33334,0.8240327,0.9890484,1100.2859,-0.4590647495097685,0.0477341376245021,0.2223056201371265,False,18.836157,98.975387
896482c694bffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,322.0625,2.3668287,0.97470045,480.33118,-0.4586587467492145,0.0044350107200443,0.2001562152836761,False,18.802276,98.97168
896482c680fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,315.5,0.9787016,0.44420063,1240.7103,-0.2035470868578497,0.0753498375415802,0.1333658470472399,False,18.799854,98.98712
896482c6aa3ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.75,1.3968486,1.6863201,258.9013,-0.2373546148176052,0.0313540808856487,0.1734587098143216,False,18.812762,98.990996
896482c61bbffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,306.73334,0.91171116,0.180618,2054.2463,-0.2216624115253662,0.1126860380172729,0.1734233788004997,False,18.779675,99.029558
89648288c4bffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,305.94116,0.8322047,0.30872554,2031.8346,,,,,,
896482c6903ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,323.3125,1.3105081,0.47998112,1615.7081,-0.5020094448027601,0.0422850362956523,0.1830719818018537,False,18.791787,98.965298
8964828920fffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,304.53333,1.116056,0.41842416,1506.4816,-0.3437291958855704,0.5360708236694336,0.1694803242656665,False,18.76596,99.022206
896482c6183ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,303.0625,0.7697854,0.30103,2322.7463,-0.5441632318772053,-0.0116097470745444,0.1664875206160289,False,18.778059,99.035539
896482c6cabffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.64706,1.0334646,0.0,224.05733,-0.4140091807613081,0.1589641124010086,0.2043921084905617,False,18.776454,99.002726
896482c654fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,304.9375,0.78348553,0.451545,766.1194,-0.3741265978631604,0.0365074537694454,0.1788702521102741,False,18.778859,99.051944
896482c6b13ffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,319.86667,1.3867825,0.3471778,264.82138,-0.4658130972267508,-0.0017548158066347,0.185080123867045,False,18.811957,98.974587
89648288e63ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,314.26666,0.6935152,0.0,2039.6509,-0.4338261283262984,0.1273364424705505,0.2159184179260058,False,18.709465,98.934137
89648288e7bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,313.41177,1.0843431,0.15936883,2402.6973,-0.4086102042638408,0.1231300309300422,0.2593189702378625,False,18.710274,98.937611
89648289ad3ffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,306.46667,1.0258933,0.87420285,599.74835,-0.3853962928461688,-0.0302958507090806,0.190748280353521,False,18.765966,98.970481
896482c6da7ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,304.5625,0.902669,0.52234864,682.3579,-0.1947573743510553,0.0577329732477664,0.1697592875512591,False,18.766773,98.973956
896482c6587ffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,303.94116,0.83502024,0.123953536,1202.8091,-0.4070814503819512,0.0931297689676284,0.1841404700439597,False,18.760302,99.049603
896482892cbffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,302.0,0.7806094,0.0,2401.8762,-0.3337657455871179,0.057951170951128,0.1900542202974464,False,18.765956,99.035136
896482c6537ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,301.125,0.6552519,0.13170063,2030.2229,-0.2631237859520344,0.0753739699721336,0.1889597522897197,False,18.766761,99.038611
896482c4cabffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,323.75,1.8752689,0.31713897,1200.7201,-0.5755988418736993,0.0524706244468688,0.1444784432047883,False,18.832931,98.974418
896482c694fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,322.64706,0.91995084,0.0,549.6849,-0.3160988598463747,0.1203852295875549,0.2082081004963615,False,18.801469,98.968205
896482c6e57ffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.82352,0.9244048,0.0,1783.7646,-0.2001437045184233,0.1357167661190033,0.2091541977807795,False,18.807109,99.018399
896482894d7ffff,9,2021,1.9,1.6228571428571428,2.25,0.42,0,14,297.375,0.65539575,0.84807044,3103.4773,-0.2360972611060909,0.1812500059604644,0.2235824781144729,False,18.719953,99.043951
89648289183ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.70587,0.8169622,0.47712123,312.458,-0.4241941163578714,0.0167641323059797,0.1707897031248013,False,18.727228,98.997648
8964828918fffff,5,2021,1.9,1.6228571428571428,2.25,0.42,0,14,298.8889,0.953884,3.081512,164.16422,-0.3281622993645187,0.1337352395057678,0.2026947564970101,False,18.729649,98.995142
896482c6abbffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.5,0.9706068,3.7431326,120.078735,-0.3568861086893558,0.1834488660097122,0.2200192398920731,False,18.813568,98.994471
896482c63a7ffff,7,2021,1.9,1.6228571428571428,2.25,0.42,0,14,305.0625,1.5425546,0.76505655,2603.3643,-0.2595693060256139,0.0888174101710319,0.239870481614634,False,18.800652,99.029392
896482c6a87ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.375,0.6832101,0.28105637,298.69717,-0.1976851551259025,0.119473360478878,0.141031847401556,False,18.811147,98.996978
896482c6943ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,322.5,0.9308176,0.47648704,824.21216,-0.367795919488419,0.0235251542180776,0.2099502096384698,False,18.799048,98.970711
89648289857ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,312.125,0.7164771,0.2683807,824.7168,-0.2683260140527715,0.0226449277251958,0.1327151663944504,False,18.750633,98.956181
89648289663ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,301.0,0.91037756,0.27308849,2484.839,-0.3647971873453545,0.0692993551492691,0.160423647686985,False,18.754658,99.038209
896482893d7ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,302.9375,0.780097,1.0424898,305.7083,-0.377802178169642,0.0291036088019609,0.1987355001306858,False,18.753858,99.008874
896482c6c6bffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,309.25,0.9831229,2.4671607,63.628624,-0.3576659220580874,0.0034034273121505,0.1558531845812384,False,18.791784,99.004096
896482898dbffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,306.375,0.9463206,0.09726891,828.3119,-0.4194547874237098,0.0348281525075435,0.1951904925555332,False,18.746598,98.964669
8964828989bffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,309.73334,1.1369975,0.0,809.9526,-0.3636657826032825,0.0449876002967357,0.1997171409781694,False,18.739334,98.959257
896482892abffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,300.5,1.3992937,0.9404885,929.7546,-0.4264171277021913,-0.0142424385994672,0.1389268469362413,False,18.759505,99.020268
896482c4137ffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.1875,1.0234996,0.0,513.02423,-0.362804041676287,0.0167190451174974,0.1620129209231549,False,18.840188,98.992766
896482c6aafffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,309.29413,0.84254,0.5133749,194.97316,-0.3128706983877509,0.038905419409275,0.1508338074164414,False,18.815182,98.988489
89648289ad7ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,306.11765,1.5036587,0.5690357,536.6417,-0.1923803759898511,-0.0184486992657184,0.1654301936920932,False,18.765159,98.967006
896482c6b87ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,321.3125,1.3470258,1.9475161,129.08945,-0.1862373648066436,0.0401985757052898,0.1455734242177442,False,18.805503,98.972649
896482891a3ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,305.6,1.7322829,0.060206,570.69727,-0.417539335674874,-0.0043094991706311,0.1556066520441872,False,18.728035,98.988193
89648289193ffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,300.0625,0.7662943,1.024663,348.46497,-0.4844866928227471,0.0833290070295333,0.1694220841452905,False,18.724806,99.000154
8964828931bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,305.375,0.77577764,2.215119,74.86879,-0.3699303922942656,0.0522310622036457,0.166013818375693,False,18.758701,99.003862
8964828b3cbffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.66666,1.3499619,0.0,4051.518,-0.4041853233256685,0.0250399578362703,0.1466208342751914,False,18.703812,99.039105
89648288643ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,296.58823,1.077908,0.72029257,1751.531,-0.4311978409627396,0.2234848439693451,0.2019816312072634,False,18.703011,99.009775
896482c6e8fffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.0,1.062352,0.08946024,1289.8737,-0.2911941486943978,0.0723069831728935,0.1658998473184842,False,18.797429,99.015491
89648289547ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,296.25,0.62677586,0.67013085,1697.7368,-0.3508763719179767,0.0220463536679744,0.1680070922739614,False,18.724804,99.013083
896482c6ed3ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,307.0625,1.1602387,0.8279903,2258.0076,-0.38951480902453,0.0222432557493448,0.2073648119152323,False,18.799846,99.025917
89648289623ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,302.13333,1.5249622,0.240824,2429.6257,-0.3623954752675228,0.0172362718731164,0.1994082121913157,False,18.747397,99.032796
89648288227ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,298.13333,0.5184488,0.7933315,1030.4856,-0.5150817144359731,0.3704859912395477,0.2054064340100132,False,18.7127,98.973894
89648288e73ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,312.26666,0.87091845,0.060206,2145.9092,-0.3266484794465406,-0.0201983097940683,0.1480295845995285,False,18.707044,98.936643
896482c6c33ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,307.375,1.3155994,0.056443125,580.73376,-0.3868192203322287,0.0311336610466241,0.1964292418418513,False,18.778875,99.00022
896482888d7ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,311.7647,0.78471786,0.4847416,464.2217,,,,,,
89648289d63ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,312.8889,0.9199848,0.9178222,464.49713,-0.4472960444733672,0.0537327639758586,0.1868461390401474,False,18.732068,98.940914
8964828950fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,297.0,0.7791491,0.43029568,1195.1694,-0.3452859019097319,0.0520315766334533,0.2060632952749586,False,18.720769,99.00864
896482896abffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,300.6,0.88608766,0.05187675,2961.3584,-0.2311062488064319,0.1170358583331108,0.2264105026900619,False,18.742553,99.037807
89648289dbbffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,313.4,0.5592342,0.5217854,1934.5487,-0.3933720261915894,-0.000363504193956,0.1837169678131177,False,18.717539,98.943022
896482894cfffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,298.06668,0.7508675,0.6841132,3005.3447,-0.3449952778549118,0.2647058963775635,0.1799845803826094,False,18.725603,99.042415
896482c6d2bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.375,0.7998409,0.189589,1976.0405,-0.5131167758359244,-0.0962796732783317,0.1374847188015374,False,18.778877,98.974356
8964828980fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,313.88235,1.0697937,0.07083059,1185.6533,-0.3936898680956677,0.3303571343421936,0.2769405828259996,False,18.749018,98.949231
896482c699bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,311.41177,1.2859429,0.9969931,2363.5317,-0.4913483168284124,0.2633838355541229,0.1853787746659848,False,18.784525,98.972818
8964828832fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.35294,0.7946166,0.0,2315.1855,-0.5613049945659494,-0.0832811519503593,0.1024470575384055,False,18.710276,98.950541
896482c6e4fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,309.06668,1.1301318,0.060206,1758.5007,-0.4737098092435948,0.3392026722431183,0.2180883388205522,False,18.812756,99.016862
89648289413ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,296.5,0.6953319,0.92239666,3621.6082,-0.3768215257660913,0.0943755954504013,0.1475729458591838,False,18.721569,99.037972
896482c4ecfffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.1875,0.55112803,0.8413464,154.07823,-0.5021195628476193,0.009427604265511,0.1301427046423336,False,18.861159,98.992598
89648289d73ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.8889,0.9102779,0.16723889,641.1698,-0.4233424281454722,0.0021901791915297,0.1347676156297218,False,18.729647,98.943421
8964828824fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,300.9375,1.014641,0.0,412.13046,-0.4049416744564775,-0.0187548268586397,0.1619941577803183,False,18.722386,98.98973
89648289e83ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.93332,0.93076074,0.38636303,352.7657,-0.4135067835168466,0.0103650484234094,0.2084134141355792,False,18.744177,98.980106
896482890cfffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.8,0.79423195,0.897997,2018.2168,-0.1896892493322967,0.0541534014046192,0.180941118511933,False,18.742557,99.024877
896482894afffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,303.58823,1.1364682,0.0,3262.5767,-0.4439036727966329,-0.0862230360507965,0.1389414504490447,False,18.719151,99.027548
896482c4523ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.8125,0.86116695,0.4174811,523.9606,-0.2717428603486457,0.0881276726722717,0.209521317654367,False,18.826472,99.011281
8964828924fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,302.75,1.0896482,1.20412,2030.8756,-0.2721017662922624,0.0451384969055652,0.1599108882446505,False,18.77322,99.027619
896482c61b7ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,304.375,0.8495898,0.3308501,1673.8931,-0.3188950548015672,0.0721442028880119,0.2373295560944567,False,18.775642,99.025113
89648288e9bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,306.5625,0.75702286,0.0,2942.059,,,,,,
89648288ea3ffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.625,1.1180207,0.0,1545.334,,,,,,
89648288adbffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,316.52942,0.76977026,0.15936883,2034.5887,-0.4729913171256155,0.0189064890146255,0.1837234300754751,False,18.718345,98.933567
89648289da7ffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,316.16666,1.004647,0.10034333,2217.2393,-0.3909666552457052,0.0250536873936653,0.2281088330080624,False,18.715924,98.936073
89648288e6bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,314.53333,1.2521487,0.0,2223.5295,-0.5159044426877466,0.0626134276390075,0.211557793749928,False,18.712695,98.935105
89648288147ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,302.3125,0.7958463,0.2331537,3013.9536,,,,,,
89648288e57ffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,309.29413,0.80855346,0.60264546,2705.2954,,,,,,
89648288023ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,297.9375,1.0252454,0.46825346,1616.178,,,,,,
8964828838bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,300.2353,0.747026,0.0,1954.0809,,,,,,
89648289117ffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.58823,0.83199453,3.708317,128.45677,-0.4147849623564552,0.0066048433072865,0.1612196250521919,False,18.732071,98.992636
89648288ed3ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,305.125,0.66281956,0.80744046,3384.11,,,,,,
89648289da3ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,314.6875,0.8432549,0.2982008,2063.6914,-0.4774548586228098,-0.0513643659651279,0.1841205126036447,False,18.716732,98.939548
89648288e83ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,306.73334,0.8005543,0.060206,2575.0159,,,,,,
896482c6133ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.25,1.1460453,0.5955029,1506.5698,-0.2823827582291064,0.0843828693032264,0.1844829687378741,False,18.784517,99.024546
89648288327ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.6,0.7113416,0.060206,2676.3572,-0.4664696823354769,-0.015345268882811,0.1689941605500358,False,18.707047,98.949573
89648288e0fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,313.06668,0.905564,0.0,1946.6764,,,,,,
89648288e07ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.875,0.8013862,0.0,1784.6864,,,,,,
896482d4b63ffff,2,2021,1.9,1.6228571428571428,2.25,0.42,0,14,301.7647,0.7285467,2.4187,126.20075,-0.4098660837024939,0.082767978310585,0.1797731347680692,False,18.760296,99.062532
89648289023ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.06668,0.6874906,0.22075534,1184.4515,-0.3428927859277451,0.2033660560846328,0.2292205532636646,False,18.741753,99.008473
8964828944fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,299.06668,0.76268345,0.15904042,3212.8035,-0.3983454983056892,0.073413036763668,0.2094369149800712,False,18.733675,99.038374
896482c6c1bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.1875,1.0388755,4.4981174,80.942986,-0.5396948961424837,-0.171724259853363,0.1518820651479781,False,18.781293,99.010645
896482c6c57ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,308.25,0.8168506,3.6547031,120.088875,-0.344991215996084,0.0576960816979408,0.2014576735142497,False,18.78452,99.011614
896482d4b0fffff,3,2021,1.9,1.6228571428571428,2.25,0.42,0,14,301.0,0.87052315,3.3148115,88.59161,-0.2884699786269687,0.0944444462656974,0.1633587832362171,False,18.754647,99.064068
8964828942bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,301.0625,1.0440942,0.0,3214.7021,-0.4406977335617266,0.1105910018086433,0.1526813096929203,False,18.728029,99.026981
896482c6e43ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,310.0,0.7734511,0.0,2009.0922,-0.4136881218365295,0.0699364244937896,0.237390965303772,False,18.810336,99.019368
8964828904bffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,300.5625,0.55086005,0.21842813,1430.7976,-0.2393643632979732,0.1084698364138603,0.1667718065777431,False,18.751434,99.02431
89648289387ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,303.70587,0.7564594,0.26470202,366.1477,-0.4134590059309355,0.0496738590300083,0.1616970405042358,False,18.749018,99.000955
8964828952fffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,297.05554,0.7846827,2.678734,219.20197,-0.3488691450833184,0.0343540497124195,0.1793711982436857,False,18.721578,98.999185
896482894c3ffff,1,2021,1.9,1.6228571428571428,2.25,0.42,0,14,296.93332,0.5356899,1.2093576,2861.773,-0.2731527311191157,0.2964118421077728,0.190872400969464,False,18.723181,99.04492
896482c69cbffff,5,2022,4.65,3.0892857142857144,3.92,3.83,4,14,321.3125,2.752913,0.18814376,1382.9111,-0.3448070074938507,0.1222748830914497,0.1954220726613019,False,18.794207,98.975725
89648289adbffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.26666,1.201419,0.30119476,949.1076,-0.4168795931742415,0.1293772161006927,0.2073350761419516,False,18.769194,98.97145
89648289e63ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.25,0.9193624,1.8743277,76.42556,-0.2283993957415027,0.0359234511852264,0.191297732939548,False,18.760318,98.972019
896482c6ed7ffff,4,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.3125,1.0702735,1.2240379,1934.2375,-0.2078646452702928,0.0842572078108787,0.2318364682029598,False,18.79904,99.022442
89648289ac3ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.25,1.6099303,1.0880075,869.5529,-0.1038583710580942,0.0815041586756706,0.1044636805958352,False,18.768387,98.967975
896482898d3ffff,3,2022,4.65,3.0892857142857144,3.92,3.83,4,14,306.33334,1.1864195,0.74470353,1148.119,-0.3115617702956568,0.0274880342185497,0.1853442854108936,False,18.74337,98.963701
896482c6dafffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.125,1.4072013,0.5421133,1004.4223,-0.2488111417223447,0.0019568686839193,0.1667951762806568,False,18.770001,98.974925
896482c63b7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.86667,1.3456845,0.0,2679.54,-0.4039187891869806,0.0541398897767066,0.2088007367535403,False,18.79823,99.031898
89648289253ffff,6,2022,4.65,3.0892857142857144,3.92,3.83,4,14,304.82352,1.2776438,0.0,2502.757,-0.2347230200999069,0.0879911854863166,0.2229093723980507,False,18.768377,99.032631
896482c6107ffff,6,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.13333,1.1493332,0.60206,1875.9331,-0.2311607823807948,0.1067572981119155,0.2589479558537708,False,18.785323,99.028021
896482c684bffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.625,0.76645744,2.7177687,63.62564,-0.2314321453468202,0.0603964962065219,0.1608040259606964,False,18.807921,98.996009
8964828914bffff,9,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.7647,1.0277618,2.1470585,251.76549,-0.3380133723375991,0.0594766065478324,0.1918022950412554,False,18.74579,98.999986
896482c68b3ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,314.66666,0.65745825,0.14048068,1790.9224,-0.3236920518993632,0.0080459769815206,0.1385853815362626,False,18.787752,98.986719
89648289a53ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,309.8,1.376182,0.72082263,1492.3003,-0.3272988520196919,0.0643831267952919,0.1623457485834276,False,18.774036,98.966437
