h3_index,flood_count,year,P1_max,P1_mean,P21_max,P67_max,flood_days,total_days,elevation,slope,flow_acc_log,dist_river,mean_ndwi,max_ndwi,std_ndwi,is_water,center_lat,center_lon
89648289343ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.25,2.0776234,4.2172565,98.26006,-0.2707377701595925,0.1813904792070388,0.1716347239680411,False,18.765156,99.0058
896482c6853ffff,4,2022,4.65,3.0892857142857144,3.92,3.83,4,14,310.125,1.2494912,1.0791812,342.8675,-0.3340634125732578,0.0167861934751272,0.1644263565427556,False,18.802273,98.997546
896482c6953ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,320.6875,2.0263534,0.0,1094.2968,-0.3232659234211213,0.1754932552576065,0.1929567605376712,False,18.796628,98.973218
896482c685bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.3125,0.70817745,3.1025174,68.112015,-0.2840427621344071,0.0239114444702863,0.1506711970097763,False,18.8055,98.998515
89648289493ffff,9,2022,4.65,3.0892857142857144,3.92,3.83,4,14,299.17648,0.75622284,0.0,3476.2644,-0.2159708261686932,0.0509331338107585,0.201085491769685,False,18.713497,99.042013
8964828b223ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,298.88235,0.9395254,0.0,3543.8928,-0.3716552364774517,0.044203296303749,0.1625301276132963,False,18.707846,99.043549
8964828949bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,297.75,0.7680223,0.4307994,3266.1812,-0.3310425816957996,0.0462387837469577,0.1938236269672531,False,18.716725,99.042982
8964828b2a3ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,297.17648,1.2268875,0.10624588,3175.747,-0.326119117247209,0.0657578185200691,0.1526819037435605,False,18.699773,99.04759
896482c6e13ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,309.5,1.0188056,0.14270633,1504.6564,-0.2780561206029134,0.0301600918173789,0.1953074170736346,False,18.800655,99.01646
89648288e33ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,311.47058,0.8720658,0.0,1388.746,,,,,,
896482c412bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,309.4375,0.90345895,0.4421128,327.45605,-0.4024965233146378,0.0135217122733592,0.1729681660694341,False,18.846641,98.994704
896482c680fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,315.5,0.9787016,0.44420063,1240.7103,-0.2035470868578497,0.0753498375415802,0.1333658470472399,False,18.799854,98.98712
896482c6aa3ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,310.75,1.3968486,1.6863201,258.9013,-0.2373546148176052,0.0313540808856487,0.1734587098143216,False,18.812762,98.990996
89648288c4bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.94116,0.8322047,0.30872554,2031.8346,,,,,,
896482c6cabffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.64706,1.0334646,0.0,224.05733,-0.4140091807613081,0.1589641124010086,0.2043921084905617,False,18.776454,99.002726
8964828989bffff,3,2022,4.65,3.0892857142857144,3.92,3.83,4,14,309.73334,1.1369975,0.0,809.9526,-0.3636657826032825,0.0449876002967357,0.1997171409781694,False,18.739334,98.959257
896482888d7ffff,4,2022,4.65,3.0892857142857144,3.92,3.83,4,14,311.7647,0.78471786,0.4847416,464.2217,,,,,,
8964828918fffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,298.8889,0.953884,3.081512,164.16422,-0.3281622993645187,0.1337352395057678,0.2026947564970101,False,18.729649,98.995142
896482886cbffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,294.3125,0.799774,0.47712126,2036.6239,-0.2855220609147466,0.05160503834486,0.1698012378439516,False,18.698167,99.014786
896482d4b37ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.26666,0.8306442,0.6250204,920.0458,-0.4314061399709756,0.0373220480978488,0.2341019689836095,False,18.749809,99.056149
896482c654fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,304.9375,0.78348553,0.451545,766.1194,-0.3741265978631604,0.0365074537694454,0.1788702521102741,False,18.778859,99.051944
896482c694bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,322.0625,2.3668287,0.97470045,480.33118,-0.4586587467492145,0.0044350107200443,0.2001562152836761,False,18.802276,98.97168
896482888dbffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,311.13333,0.68544143,0.15904042,914.36566,,,,,,
896482c6587ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,303.94116,0.83502024,0.123953536,1202.8091,-0.4070814503819512,0.0931297689676284,0.1841404700439597,False,18.760302,99.049603
896482892cbffff,5,2022,4.65,3.0892857142857144,3.92,3.83,4,14,302.0,0.7806094,0.0,2401.8762,-0.3337657455871179,0.057951170951128,0.1900542202974464,False,18.765956,99.035136
896482c6537ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.125,0.6552519,0.13170063,2030.2229,-0.2631237859520344,0.0753739699721336,0.1889597522897197,False,18.766761,99.038611
896482c6b87ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,321.3125,1.3470258,1.9475161,129.08945,-0.1862373648066436,0.0401985757052898,0.1455734242177442,False,18.805503,98.972649
896482c6973ffff,10,2022,4.65,3.0892857142857144,3.92,3.83,4,14,325.25,1.0271277,1.0388056,995.3666,-0.3110564584080375,0.0724484398961067,0.1872503121067017,False,18.797435,98.96376
896482c6d6fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,311.13333,1.1446987,0.4700496,2304.1233,-0.4306354423303399,0.1025903224945068,0.1705061508993453,False,18.785332,98.976294
896482892d7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.0625,1.0112153,0.6213755,2293.1016,-0.3111542586471929,0.0424585156142711,0.1773883761484571,False,18.759501,99.033198
8964828824fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.9375,1.014641,0.0,412.13046,-0.4049416744564775,-0.0187548268586397,0.1619941577803183,False,18.722386,98.98973
896482c4533ffff,4,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.8125,1.1398028,0.5425213,801.6617,-0.1871829109458005,0.0930071473121643,0.1913066913795278,False,18.824051,99.013788
896482c694fffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,322.64706,0.91995084,0.0,549.6849,-0.3160988598463747,0.1203852295875549,0.2082081004963615,False,18.801469,98.968205
896482c6a27ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,315.26666,1.3490533,0.240824,508.10233,-0.3193560946489214,0.0476569086313247,0.1908431747771174,False,18.820023,98.983476
896482c6e57ffff,15,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.82352,0.9244048,0.0,1783.7646,-0.2001437045184233,0.1357167661190033,0.2091541977807795,False,18.807109,99.018399
896482894d7ffff,8,2022,4.65,3.0892857142857144,3.92,3.83,4,14,297.375,0.65539575,0.84807044,3103.4773,-0.2360972611060909,0.1812500059604644,0.2235824781144729,False,18.719953,99.043951
89648289183ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,299.70587,0.8169622,0.47712123,312.458,-0.4241941163578714,0.0167641323059797,0.1707897031248013,False,18.727228,98.997648
896482c63a7ffff,10,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.0625,1.5425546,0.76505655,2603.3643,-0.2595693060256139,0.0888174101710319,0.239870481614634,False,18.800652,99.029392
896482c6ecfffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,306.875,1.1655928,0.39368728,2022.3734,-0.3526412873911684,0.1181818172335624,0.2312605923321637,False,18.804688,99.020905
89648289447ffff,5,2022,4.65,3.0892857142857144,3.92,3.83,4,14,298.8125,0.73706865,0.2317391,3409.416,-0.2849505822259767,0.0706885084509849,0.2141387923692466,False,18.730448,99.037405
896482c6bcfffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,314.75,1.535978,0.09726891,510.25778,-0.5105066605285064,0.0552785247564315,0.171381616382767,False,18.81599,98.979031
896482c6bb7ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,324.5,1.1538868,0.6458362,283.83075,-0.4068921870116983,0.0823529437184333,0.2201187387508833,False,18.803889,98.965698
896482c695bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,320.75,0.6822399,0.5061646,754.41626,-0.3740824700929782,0.0217640325427055,0.1935493361596565,False,18.799855,98.974187
896482c6913ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,320.3125,1.26843,0.9375,1866.8105,-0.3553137095266908,0.0176800694316625,0.1842656452839495,False,18.789366,98.967805
89648288123ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,303.33334,1.0061588,0.240824,2633.9985,,,,,,
896482c686bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,316.75,1.1622945,0.13170063,531.4757,-0.3048134902444706,0.0396683365106582,0.1423366470729186,False,18.808729,98.986551
896482898d7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,310.0,0.94703305,0.4135051,1106.9766,-0.1726423091264416,0.0560696795582771,0.12151174655708,False,18.742563,98.960226
89648289acbffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.0,1.1037979,1.0838162,1211.7479,-0.2869387992347428,0.0855250060558319,0.1973073102893557,False,18.771615,98.968943
896482c680bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,312.0,1.1684918,0.5363936,936.08026,-0.2852935322760278,0.0647851452231407,0.1942950232138865,False,18.800661,98.990595
896482c6aafffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,309.29413,0.84254,0.5133749,194.97316,-0.3128706983877509,0.038905419409275,0.1508338074164414,False,18.815182,98.988489
89648289e97ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.75,0.8330736,0.22051713,669.44165,-0.487150934552896,0.0157851036638021,0.1809890249533291,False,18.740949,98.979138
896482c6c17ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.06668,0.8042252,4.4982142,71.62131,-0.3810279145377245,0.0018432500073686,0.2459405559259019,False,18.77726,99.006201
896482c6c07ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,309.6,0.9791336,0.44036162,397.80588,-0.4519959903248962,8.019127562874928e-05,0.2149085025982008,False,18.779681,99.003695
896482c6827ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,324.0,2.807057,0.0,1065.7986,-0.3680776834910805,0.3069705069065094,0.1770438652969229,False,18.797435,98.976693
89648288643ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,296.58823,1.077908,0.72029257,1751.531,-0.4311978409627396,0.2234848439693451,0.2019816312072634,False,18.703011,99.009775
896482891b3ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.73334,0.97746235,0.60040367,338.66116,-0.4637653945243398,-0.020380126312375,0.118631709855123,False,18.725614,98.990699
896482c456fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,309.53333,1.1263071,0.69897,959.6462,-0.4868268068479889,0.0086011765524744,0.2156750020453187,False,18.836151,99.014189
8964828b34fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,297.2353,1.0446439,0.4490553,3696.0464,-0.4922423310301143,0.0300200134515762,0.1549615507650349,False,18.711079,99.03159
89648289127ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.83334,0.9856101,0.0,969.9694,-0.3550078902731579,0.0214619524776935,0.1599015754492953,False,18.7353,98.980675
8964828914fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,303.13333,1.0143039,3.600028,129.52234,-0.3876361597436571,-0.0024616669397801,0.1518463217832559,False,18.744983,98.996512
896482896abffff,8,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.6,0.88608766,0.05187675,2961.3584,-0.2311062488064319,0.1170358583331108,0.2264105026900619,False,18.742553,99.037807
89648289d47ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,310.125,0.62481487,0.26340127,535.0252,-0.5175671783589916,0.0080326236784458,0.1449558242192898,False,18.730455,98.946896
89648289e8fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,302.875,1.0029776,0.5644925,432.1304,-0.2648743586104869,0.0851966887712478,0.1259729822447924,False,18.746598,98.9776
89648289d0bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,311.8125,0.6626124,0.0,884.43756,-0.4910077926939586,-0.0634108558297157,0.1303515809073767,False,18.727226,98.945927
896482c6917ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,320.29413,0.90385216,0.10624588,1957.7128,-0.2650285200332552,0.0436215624213218,0.1483565524100603,False,18.78856,98.96433
89648288177ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,302.70587,0.9249002,0.30103,3237.3066,,,,,,
89648288153ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,299.875,1.3678637,1.1064038,2369.6777,,,,,,
896482c6ab3ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.8125,0.8353633,4.496902,75.47803,-0.3208879471374935,0.0542481802403926,0.1852784865779682,False,18.810341,98.993502
89648288e63ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,314.26666,0.6935152,0.0,2039.6509,-0.4338261283262984,0.1273364424705505,0.2159184179260058,False,18.709465,98.934137
896482c613bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.5,0.5190973,0.42548165,1626.0083,-0.2405955368198949,0.0647575631737709,0.1572049186725974,False,18.787744,99.025515
896482c45bbffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.3125,1.183378,1.6127839,1482.4963,-0.4613322219180346,0.0036624579224735,0.2139553780605952,False,18.81921,99.0188
896482c6e47ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,311.58823,1.3004851,0.17707647,1634.7802,-0.3381725784170254,0.4693658053874969,0.1924431020793494,False,18.80953,99.015893
89648289e87ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.8889,0.79533124,1.0454144,696.6121,-0.3880508885226196,0.0509619861841201,0.1959533709220497,False,18.74337,98.976631
896482880cfffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,298.5625,1.4454638,3.475492,147.42126,,,,,,
89648289c6fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.52942,1.2174677,0.18743479,982.10077,-0.4528829568951842,0.0385275073349475,0.2173816857103523,False,18.740142,98.962732
896482894c7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,297.625,0.73941696,1.1003233,3227.2527,-0.3143753285965115,0.2959878742694855,0.2309154000670221,False,18.722375,99.041446
896482896a7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,299.9375,0.9309143,0.17892048,3004.4219,-0.3621848268018151,0.1821715682744979,0.2231280438506346,False,18.738519,99.033363
896482d4907ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,297.13333,0.6282478,1.2443455,1496.4586,-0.4380369625609843,0.1074383854866027,0.2028883595404861,False,18.728826,99.056313
896482c4e77ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,312.4375,1.580209,0.2204285,349.26846,-0.3787623618986018,0.0148387122899293,0.1626962385739979,False,18.864387,98.980632
896482883b3ffff,4,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.82352,0.7083187,0.5937094,2800.6387,,,,,,
89648288ed7ffff,3,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.58823,0.5065735,0.6726309,3052.4395,,,,,,
896482c698bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,315.875,1.0061122,0.5207938,2128.834,-0.2672406656623636,0.0290377624332904,0.1578642634071734,False,18.786946,98.970312
89648289a13ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,311.125,1.1076622,0.43144313,1062.3003,-0.4731721522993075,-0.0209601540118455,0.1672797017508184,False,18.766773,98.961024
896482c6d87ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,304.6,0.79940593,0.1957676,887.3331,-0.3298275215431387,0.0232710633426904,0.1900522542609147,False,18.765966,98.983413
896482890cfffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,299.8,0.79423195,0.897997,2018.2168,-0.1896892493322967,0.0541534014046192,0.180941118511933,False,18.742557,99.024877
89648289807ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,315.75,1.006516,0.0,961.50415,-0.5050040561527094,-0.0399999991059303,0.1364924174171035,False,18.74579,98.948263
896482888d3ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,310.8125,0.87680405,0.11288625,824.76715,,,,,,
896482c6cafffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,307.875,1.097946,0.28114182,422.7651,-0.2555035864260178,0.1712960004806518,0.1588271625508509,False,18.775647,98.999251
89648289c43ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.4,0.798912,0.28778166,1048.3118,-0.3361517270574977,0.0449658669531345,0.1486447282909369,False,18.736914,98.974694
896482c6d0fffff,4,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.53333,0.6896977,1.0587202,1849.6725,-0.2545046006257281,0.0012718014186248,0.1374043459963109,False,18.777263,98.980338
8964828924fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,302.75,1.0896482,1.20412,2030.8756,-0.2721017662922624,0.0451384969055652,0.1599108882446505,False,18.77322,99.027619
8964828964bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,304.1875,1.2330503,0.056443125,1324.7362,-0.2798117869980434,0.0570530295372009,0.1653559655704085,False,18.757075,99.048633
896482c61b7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,304.375,0.8495898,0.3308501,1673.8931,-0.3188950548015672,0.0721442028880119,0.2373295560944567,False,18.775642,99.025113
89648288adbffff,4,2022,4.65,3.0892857142857144,3.92,3.83,4,14,316.52942,0.76977026,0.15936883,2034.5887,-0.4729913171256155,0.0189064890146255,0.1837234300754751,False,18.718345,98.933567
89648288147ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,302.3125,0.7958463,0.2331537,3013.9536,,,,,,
896482c4acfffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,314.625,0.5041175,0.19773485,1297.2206,-0.5506909291088292,-0.0627841651439666,0.1310975077494733,False,18.878098,98.975049
89648288e73ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,312.26666,0.87091845,0.060206,2145.9092,-0.3266484794465406,-0.0201983097940683,0.1480295845995285,False,18.707044,98.936643
89648289c37ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,306.75,0.8717568,0.0,356.7068,-0.3906988417224507,0.1516511291265487,0.1765329376988517,False,18.727228,98.958858
89648288307ffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,305.125,0.87819934,0.119280316,2337.9016,-0.4093922628629818,-0.0666295364499092,0.1746558341740767,False,18.706241,98.959028
896482c61c3ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,304.26666,0.81271464,0.0,2145.941,-0.3256027375284972,0.0458913967013359,0.1884808775340415,False,18.785318,99.040952
89648288327ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,308.6,0.7113416,0.060206,2676.3572,-0.4664696823354769,-0.015345268882811,0.1689941605500358,False,18.707047,98.949573
896482883bbffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.0625,0.5063594,0.48917377,2680.8157,,,,,,
8964828806fffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,298.1875,0.78901994,0.0,1283.0787,,,,,,
89648289023ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,299.06668,0.6874906,0.22075534,1184.4515,-0.3428927859277451,0.2033660560846328,0.2292205532636646,False,18.741753,99.008473
896482d4b3bffff,2,2022,4.65,3.0892857142857144,3.92,3.83,4,14,299.52942,0.6889463,0.46039885,424.21503,-0.398382420148243,0.0424323417246341,0.1756069382579025,False,18.753842,99.060594
896482d4b0fffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.0,0.87052315,3.3148115,88.59161,-0.2884699786269687,0.0944444462656974,0.1633587832362171,False,18.754647,99.064068
896482c6cd7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,306.70587,0.7111555,0.19044374,718.0796,-0.420762532354544,0.0837166532874107,0.1900326034104784,False,18.776451,99.015657
896482c6cc7ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,306.6875,1.5880983,0.40041265,364.23822,-0.4747105241461369,0.0131124909967184,0.1728725254403827,False,18.778872,99.013151
8964828923bffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,302.125,0.8965177,1.5910646,1178.9218,-0.3864046203708136,-0.0420276373624801,0.1434324023192373,False,18.765154,99.018731
896482896cbffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,301.64706,0.7625176,0.60145414,1288.955,-0.3607643447226257,0.0358030088245868,0.1825736835717059,False,18.749003,99.052675
896482896dbffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,300.41177,0.91055644,0.6541197,1037.9927,-0.4816458420345253,0.0345876105129718,0.216625999658818,False,18.746581,99.05518
896482c4a73ffff,1,2022,4.65,3.0892857142857144,3.92,3.83,4,14,318.53333,1.361414,0.71414274,1719.6743,-0.5679363364130168,-0.1127227917313575,0.1278482035375635,False,18.882131,98.966557
896482892afffff,3,2022,4.65,3.0892857142857144,3.92,3.83,4,14,302.9375,0.7455877,1.0372779,559.2699,-0.3227439217134059,0.0004027730901725,0.1688781750055571,False,18.758699,99.016793
896482c69cbffff,4,2023,2.43,1.825,2.81,2.05,0,14,321.3125,2.752913,0.18814376,1382.9111,-0.3448070074938507,0.1222748830914497,0.1954220726613019,False,18.794207,98.975725
89648289adbffff,1,2023,2.43,1.825,2.81,2.05,0,14,307.26666,1.201419,0.30119476,949.1076,-0.4168795931742415,0.1293772161006927,0.2073350761419516,False,18.769194,98.97145
89648289e63ffff,2,2023,2.43,1.825,2.81,2.05,0,14,305.25,0.9193624,1.8743277,76.42556,-0.2283993957415027,0.0359234511852264,0.191297732939548,False,18.760318,98.972019
896482c6ed7ffff,8,2023,2.43,1.825,2.81,2.05,0,14,307.3125,1.0702735,1.2240379,1934.2375,-0.2078646452702928,0.0842572078108787,0.2318364682029598,False,18.79904,99.022442
89648289ac3ffff,2,2023,2.43,1.825,2.81,2.05,0,14,307.25,1.6099303,1.0880075,869.5529,-0.1038583710580942,0.0815041586756706,0.1044636805958352,False,18.768387,98.967975
896482898d3ffff,1,2023,2.43,1.825,2.81,2.05,0,14,306.33334,1.1864195,0.74470353,1148.119,-0.3115617702956568,0.0274880342185497,0.1853442854108936,False,18.74337,98.963701
89648289253ffff,3,2023,2.43,1.825,2.81,2.05,0,14,304.82352,1.2776438,0.0,2502.757,-0.2347230200999069,0.0879911854863166,0.2229093723980507,False,18.768377,99.032631
896482c6107ffff,2,2023,2.43,1.825,2.81,2.05,0,14,308.13333,1.1493332,0.60206,1875.9331,-0.2311607823807948,0.1067572981119155,0.2589479558537708,False,18.785323,99.028021
896482c684bffff,2,2023,2.43,1.825,2.81,2.05,0,14,307.625,0.76645744,2.7177687,63.62564,-0.2314321453468202,0.0603964962065219,0.1608040259606964,False,18.807921,98.996009
8964828914bffff,9,2023,2.43,1.825,2.81,2.05,0,14,300.7647,1.0277618,2.1470585,251.76549,-0.3380133723375991,0.0594766065478324,0.1918022950412554,False,18.74579,98.999986
89648289c77ffff,2,2023,2.43,1.825,2.81,2.05,0,14,304.6,0.77478653,0.06361617,518.2928,-0.4670719430716792,0.0777764692902565,0.1580697333865953,False,18.734492,98.96427
896482c612bffff,1,2023,2.43,1.825,2.81,2.05,0,14,307.75,0.5949406,0.029820079,1437.1924,-0.2979134966543658,0.0565118044614791,0.1575844616561941,False,18.790165,99.023009
896482892c7ffff,2,2023,2.43,1.825,2.81,2.05,0,14,303.375,1.183282,0.48054188,2089.47,-0.3192284370072222,0.1858555227518081,0.1731180086541788,False,18.761923,99.030692
89648289373ffff,1,2023,2.43,1.825,2.81,2.05,0,14,305.86667,1.079965,0.0,754.8221,-0.3614639287376592,-0.0179640725255012,0.1256218902564601,False,18.763544,98.99885
896482c6853ffff,1,2023,2.43,1.825,2.81,2.05,0,14,310.125,1.2494912,1.0791812,342.8675,-0.3340634125732578,0.0167861934751272,0.1644263565427556,False,18.802273,98.997546
896482c68cfffff,1,2023,2.43,1.825,2.81,2.05,0,14,309.375,0.7259234,0.29961538,612.62866,-0.2146338607484437,0.0511909276247024,0.1728250021578903,False,18.799046,98.996577
896482c6973ffff,2,2023,2.43,1.825,2.81,2.05,0,14,325.25,1.0271277,1.0388056,995.3666,-0.3110564584080375,0.0724484398961067,0.1872503121067017,False,18.797435,98.96376
896482c6cd3ffff,1,2023,2.43,1.825,2.81,2.05,0,14,306.26666,0.88192433,1.0791812,987.6322,-0.3871417787484413,0.0052009457722306,0.1854269808521167,False,18.777257,99.019132
896482c685bffff,1,2023,2.43,1.825,2.81,2.05,0,14,308.3125,0.70817745,3.1025174,68.112015,-0.2840427621344071,0.0239114444702863,0.1506711970097763,False,18.8055,98.998515
89648289493ffff,11,2023,2.43,1.825,2.81,2.05,0,14,299.17648,0.75622284,0.0,3476.2644,-0.2159708261686932,0.0509331338107585,0.201085491769685,False,18.713497,99.042013
8964828b223ffff,1,2023,2.43,1.825,2.81,2.05,0,14,298.88235,0.9395254,0.0,3543.8928,-0.3716552364774517,0.044203296303749,0.1625301276132963,False,18.707846,99.043549
8964828b2a3ffff,1,2023,2.43,1.825,2.81,2.05,0,14,297.17648,1.2268875,0.10624588,3175.747,-0.326119117247209,0.0657578185200691,0.1526819037435605,False,18.699773,99.04759
896482894cfffff,1,2023,2.43,1.825,2.81,2.05,0,14,298.06668,0.7508675,0.6841132,3005.3447,-0.3449952778549118,0.2647058963775635,0.1799845803826094,False,18.725603,99.042415
896482c412bffff,1,2023,2.43,1.825,2.81,2.05,0,14,309.4375,0.90345895,0.4421128,327.45605,-0.4024965233146378,0.0135217122733592,0.1729681660694341,False,18.846641,98.994704
896482c680fffff,1,2023,2.43,1.825,2.81,2.05,0,14,315.5,0.9787016,0.44420063,1240.7103,-0.2035470868578497,0.0753498375415802,0.1333658470472399,False,18.799854,98.98712
89648289acfffff,1,2023,2.43,1.825,2.81,2.05,0,14,308.82352,1.2555432,0.4391839,1166.9049,-0.2838632797423412,0.0130896512418985,0.2066437026391497,False,18.770808,98.965468
896482c6903ffff,1,2023,2.43,1.825,2.81,2.05,0,14,323.3125,1.3105081,0.47998112,1615.7081,-0.5020094448027601,0.0422850362956523,0.1830719818018537,False,18.791787,98.965298
896482c6857ffff,1,2023,2.43,1.825,2.81,2.05,0,14,308.11765,0.98577243,0.96159184,631.9801,-0.2415544632659691,0.060969740152359,0.1693834128332839,False,18.801467,98.994071
896482c652bffff,1,2023,2.43,1.825,2.81,2.05,0,14,302.25,0.7710758,0.38766104,1725.5312,-0.4574202078942019,0.0382513664662838,0.2157258860337897,False,18.773216,99.04055
89648289883ffff,1,2023,2.43,1.825,2.81,2.05,0,14,311.6875,0.7100269,0.018814376,510.3086,-0.3648654632774939,0.0529729723930358,0.136514148845226,False,18.738527,98.955782
8964828918fffff,3,2023,2.43,1.825,2.81,2.05,0,14,298.8889,0.953884,3.081512,164.16422,-0.3281622993645187,0.1337352395057678,0.2026947564970101,False,18.729649,98.995142
